Gene ID	TSS ID	Transcript ID	gene name
LH10051	TSS60930	P1P2	RP5-977B1.11
LH10052	TSS60937	TUCPT_00001402	SRC-ASTUCP1
LH10053	TSS60941	CUFF.28989.2	-
LH10054	TSS60965	P1P2	RP4-564F22.5
LH10055	TSS60969	P1P2	SNORA71B
LH10056	TSS60968	ENST00000449469	SNHG17
LH10057	TSS60966	P1P2	SNHG17
LH10058	TSS60967	P1P2	SNHG17
LH10059	TSS60979	CUFF.29017.1	-
LH10060	TSS60980	P1P2	RP4-616B8.4
LH10061	TSS60981	CUFF.29025.1	-
LH10062	TSS61015	CUFF.29073.2	RP4-644L1.2
LH10063	TSS61021	CUFF.29075.1	-
LH10064	TSS61017	CUFF.29073.7,CUFF.29073.13,CUFF.29073.16,CUFF.29073.17	-
LH10065	TSS61018	CUFF.29073.8,CUFF.29073.12	-
LH10066	TSS61024	P1P2	RP1-1J6.2
LH10067	TSS61045	ENST00000442482	RP1-138B7.5
LH10068	TSS61049	CUFF.29080.2	-
LH10069	TSS61078	ENST00000255183	RP11-445H22.3
LH10070	TSS61076	P1P2	RP11-445H22.3,RP11-445H22.4
LH10071	TSS61079	P1P2	RP11-445H22.4
LH10072	TSS61077	P1P2	RP11-445H22.4
LH10073	TSS61081	CUFF.29109.2	-
LH10074	TSS61082	P1P2	STK4-AS1
LH10075	TSS61084	CUFF.29113.1	-
LH10076	TSS61099	CUFF.29142.1	-
LH10077	TSS61100	ENST00000607703	RP3-337O18.9
LH10078	TSS61101	CUFF.29150.1	-
LH10079	TSS61103	P1P2	-
LH10080	TSS61134	ENST00000609320	RP4-569M23.4
LH10081	TSS61139	CUFF.29194.1	-
LH10082	TSS61142	CUFF.29199.2	-
LH10083	TSS61143	CUFF.29212.1	-
LH10084	TSS61174	CUFF.29514.1	RP11-347D21.2
LH10085	TSS61167	P1P2	RP11-347D21.3
LH10085	TSS61173	P1P2	RP11-347D21.3
LH10086	TSS61221	CUFF.29222.1	-
LH10087	TSS61222	CUFF.29225.1,CUFF.29225.2	-
LH10088	TSS61224	CUFF.29224.1	-
LH10089	TSS61225	CUFF.29224.3	-
LH10090	TSS61245	CUFF.29253.1	-
LH10091	TSS61246	CUFF.29255.1	-
LH10092	TSS61247	CUFF.29255.2	-
LH10093	TSS61248	CUFF.29258.1	-
LH10094	TSS61258	CUFF.29292.4	RP11-112L6.3
LH10095	TSS61264	CUFF.29283.1	-
LH10096	TSS61288	CUFF.29307.2	-
LH10097	TSS61297	CUFF.29298.2	RP4-530I15.9
LH10098	TSS61364	CUFF.29428.6,CUFF.29428.11	RP5-823G15.5
LH10098	TSS61367	ENST00000558738	RP5-823G15.5
LH10099	TSS61376	CUFF.29382.1	RP4-724E16.2
LH10100	TSS61385	CUFF.29375.5	-
LH10101	TSS61391	CUFF.29398.1	-
LH10102	TSS61397	CUFF.29399.9	-
LH10103	TSS61400	CUFF.29394.1	-
LH10104	TSS61432	CUFF.29421.1	-
LH10105	TSS61438	CUFF.29409.3	-
LH10106	TSS61477	CUFF.29441.1	-
LH10107	TSS61478	CUFF.29437.1	-
LH10108	TSS61526	CUFF.29546.1	-
LH10109	TSS61531	CUFF.29553.1,CUFF.29553.6	RP5-907D15.3
LH10110	TSS61534	CUFF.29486.3,CUFF.29486.4,CUFF.29486.5	-
LH10111	TSS61539	CUFF.29490.1	-
LH10112	TSS61540	CUFF.29490.2,CUFF.29490.3	-
LH10113	TSS61541	CUFF.29489.1	-
LH10114	TSS61542	CUFF.29491.1	-
LH10115	TSS61548	P1P2	MIR296
LH10116	TSS61549	ENST00000601795	RP4-806M20.3
LH10117	TSS61550	ENST00000443966	GNAS-AS1
LH10118	TSS61547	P1P2	GNAS-AS1
LH10119	TSS61553	ENST00000605044	RP1-309F20.4
LH10120	TSS61552	ENST00000605534	RP1-309F20.3
LH10121	TSS61551	P1P2	RP1-309F20.3
LH10122	TSS61657	CUFF.29609.7	-
LH10123	TSS61668	CUFF.29606.2	-
LH10124	TSS61673	CUFF.29607.1	-
LH10125	TSS61674	P1P2	RP11-157P1.4
LH10126	TSS61676	CUFF.29622.1	-
LH10127	TSS61675	CUFF.29621.1	-
LH10128	TSS61677	P1P2	-
LH10129	TSS61693	CUFF.29655.6	-
LH10130	TSS61695	CUFF.29655.1	-
LH10131	TSS61699	P1P2	RP11-93B14.5
LH10131	TSS61703	P1P2	RP11-93B14.5
LH10132	TSS61697	CUFF.29657.7,CUFF.29657.19	RP11-93B14.5
LH10133	TSS61704	CUFF.29638.1	-
LH10134	TSS61717	ENST00000430184	RP11-93B14.4
LH10135	TSS61718	ENST00000412500	LINC00659
LH10136	TSS61716	CUFF.29673.14	RP11-93B14.4
LH10137	TSS61722	CUFF.29640.1	-
LH10138	TSS61723	CUFF.29641.2	OGFR-AS1
LH10139	TSS61724	P1P2	OGFR-AS1
LH10140	TSS61726	CUFF.29646.1	-
LH10141	TSS61728	CUFF.29651.1,CUFF.29651.2	-
LH10142	TSS61758	CUFF.29702.3	-
LH10143	TSS61759	CUFF.29700.1	-
LH10144	TSS61763	CUFF.29709.1	-
LH10144	TSS61764	CUFF.29709.3,CUFF.29709.6,CUFF.29709.7	-
LH10144	TSS61764	CUFF.29709.8	-
LH10145	TSS61766	CUFF.29709.10,CUFF.29709.12	-
LH10146	TSS61767	CUFF.29708.1	-
LH10147	TSS61775	CUFF.29714.1	-
LH10148	TSS61781	CUFF.29765.5	-
LH10149	TSS61782	CUFF.29765.6	-
LH10150	TSS61784	CUFF.29766.1	-
LH10151	TSS61785	CUFF.29861.6,CUFF.29861.9	-
LH10152	TSS61786	CUFF.29861.10	-
LH10153	TSS61791	CUFF.29861.17	-
LH10154	TSS61796	CUFF.29861.25,CUFF.29861.24	-
LH10155	TSS61797	CUFF.29861.27	-
LH10156	TSS61798	CUFF.29861.28	-
LH10157	TSS61800	CUFF.29861.38	-
LH10158	TSS61801	CUFF.29861.40,CUFF.29861.41	-
LH10159	TSS61808	CUFF.29723.5	-
LH10160	TSS61809	CUFF.29717.1	-
LH10161	TSS61810	CUFF.29717.2	-
LH10162	TSS61815	CUFF.29742.2	-
LH10163	TSS61820	CUFF.29744.1	-
LH10164	TSS61816	CUFF.29742.3,CUFF.29742.4	-
LH10165	TSS61817	CUFF.29742.5	-
LH10166	TSS61818	CUFF.29742.6	-
LH10167	TSS61819	CUFF.29742.7	-
LH10168	TSS61839	CUFF.29789.26,CUFF.29789.28	-
LH10169	TSS61843	CUFF.29772.3,CUFF.29772.8	AP003900.6
LH10170	TSS61845	CUFF.29758.1	-
LH10171	TSS61876	P1P2	AP001347.6
LH10172	TSS61877	CUFF.29797.1	-
LH10173	TSS61890	CUFF.29796.1	AF127936.5
LH10174	TSS61893	CUFF.29813.3	AF127577.8
LH10175	TSS61894	ENST00000446301	AF127577.10
LH10176	TSS61897	CUFF.29814.1	-
LH10177	TSS61898	ENST00000449746	AF127577.12
LH10178	TSS61926	ENST00000458468	LINC00478
LH10179	TSS61929	ENST00000428669	LINC00478
LH10180	TSS61930	CUFF.30479.13,ENST00000419952,CUFF.30479.18	LINC00478
LH10180	TSS61931	ENST00000445461	LINC00478
LH10180	TSS61932	ENST00000602505	LINC00478
LH10181	TSS61933	ENST00000602901	LINC00478
LH10182	TSS61935	P1P2	LINC00478
LH10182	TSS61936	P1P2	LINC00478
LH10182	TSS61937	P1P2	LINC00478
LH10183	TSS61938	ENST00000602620	LINC00478
LH10184	TSS61940	ENST00000602323	LINC00478
LH10185	TSS61943	ENST00000413645	AP000473.5
LH10186	TSS61952	CUFF.29932.10	-
LH10187	TSS61970	CUFF.29874.1	-
LH10188	TSS61971	CUFF.29878.1	LINC-BTG3-5
LH10189	TSS61973	CUFF.29878.3	-
LH10190	TSS61975	NLT_00004641	LINC-BTG3-5
LH10191	TSS61981	ENST00000428689	AL109761.5
LH10192	TSS62009	CUFF.29946.1	-
LH10193	TSS62053	P1P2	AP000705.7
LH10193	TSS62054	P1P2	AP000705.7
LH10194	TSS62059	CUFF.29953.1	-
LH10195	TSS62069	CUFF.29968.1	AP000459.4
LH10196	TSS62108	P1P2	AP000476.1
LH10197	TSS62132	P1P2	MIR155HG
LH10198	TSS62146	P1P2	AP001596.6
LH10199	TSS62148	P1P2	AP001597.1
LH10200	TSS62165	CUFF.30216.2	-
LH10201	TSS62236	ENST00000504298	BACH1-IT1
LH10202	TSS62237	ENST00000609910	AP000240.9
LH10203	TSS62238	ENST00000608072	BACH1-IT2
LH10204	TSS62243	ENST00000608759	RP11-313P22.1
LH10205	TSS62263	P1P2	AP000251.3
LH10206	TSS62266	CUFF.30075.1	-
LH10207	TSS62275	CUFF.30084.3	MIS18A-AS1
LH10208	TSS62291	CUFF.30109.1	-
LH10209	TSS62294	P1P2	PAXBP1-AS1
LH10210	TSS62297	CUFF.30111.1	-
LH10211	TSS62310	CUFF.30151.1	AP000302.58
LH10212	TSS62312	CUFF.30151.3	AP000302.58
LH10213	TSS62314	CUFF.30145.1	-
LH10214	TSS62315	CUFF.30145.2	-
LH10215	TSS62316	CUFF.30141.1	-
LH10216	TSS62317	CUFF.30143.1	-
LH10217	TSS62318	ENST00000596365	LINC00649
LH10218	TSS62321	CUFF.30284.9,ENST00000427447,ENST00000599421	LINC00649
LH10219	TSS62323	ENST00000594752	LINC00649
LH10220	TSS62329	ENST00000609132	LINC00649
LH10221	TSS62331	P1P2	AP000320.7
LH10222	TSS62332	P1P2	AP000318.2
LH10223	TSS62343	CUFF.30150.1	-
LH10224	TSS62349	P1P2	AP000330.8
LH10225	TSS62352	CUFF.30157.1	-
LH10226	TSS62353	CUFF.30157.2	-
LH10227	TSS62355	CUFF.30174.3	-
LH10228	TSS62357	CUFF.30174.13	-
LH10229	TSS62361	CUFF.30175.1	-
LH10230	TSS62360	CUFF.30174.19	-
LH10231	TSS62370	CUFF.30159.1	-
LH10232	TSS62398	CUFF.30205.1	-
LH10233	TSS62399	P1P2	AP000688.11
LH10234	TSS62404	P1P2	AP000688.29
LH10234	TSS62405	P1P2	AP000688.29
LH10235	TSS62406	ENST00000397184	AP000692.9
LH10236	TSS62409	P1P2	AP000695.6
LH10236	TSS62410	P1P2	AP000695.6
LH10237	TSS62412	ENST00000428667	AP000695.4
LH10238	TSS62416	CUFF.30228.1	AP000704.5
LH10239	TSS62417	CUFF.30228.2	AP000704.5
LH10240	TSS62422	ENST00000602568	AP001429.1
LH10241	TSS62428	P1P2	AP001432.14
LH10242	TSS62429	ENST00000608405	AP001412.1
LH10243	TSS62435	CUFF.30251.2	-
LH10244	TSS62449	CUFF.30254.2,ENST00000432141	DSCR10
LH10245	TSS62450	ENST00000538415	DSCR10
LH10246	TSS62495	ENST00000608767	AF129408.17
LH10247	TSS62498	CUFF.30288.5	BRWD1-AS1
LH10248	TSS62501	CUFF.30283.1	-
LH10249	TSS62504	ENST00000416555	AF064860.5
LH10250	TSS62508	CUFF.30329.4	-
LH10251	TSS62511	CUFF.30302.1	-
LH10252	TSS62513	P1P2	DSCAM-AS1
LH10252	TSS62514	P1P2	DSCAM-AS1
LH10253	TSS62519	CUFF.30317.1	-
LH10254	TSS62527	ENST00000433378	BACE2-IT1
LH10255	TSS62574	CUFF.30339.1	-
LH10256	TSS62576	CUFF.30385.3	ZNF295-AS1
LH10257	TSS62584	CUFF.30359.6	-
LH10258	TSS62586	CUFF.30359.8	-
LH10259	TSS62587	CUFF.30359.9	-
LH10260	TSS62592	CUFF.30352.1	-
LH10261	TSS62593	CUFF.30352.2	-
LH10262	TSS62604	CUFF.30407.8	AP001628.6
LH10263	TSS62605	CUFF.30407.9	-
LH10264	TSS62606	CUFF.30407.10	-
LH10265	TSS62607	CUFF.30384.1,CUFF.30384.2,CUFF.30384.3	-
LH10265	TSS62608	CUFF.30384.4	-
LH10266	TSS62610	CUFF.30395.1,CUFF.30395.2	-
LH10267	TSS62612	CUFF.30396.2	-
LH10268	TSS62613	CUFF.30396.3	-
LH10269	TSS62614	CUFF.30399.9	-
LH10270	TSS62616	CUFF.30398.2	-
LH10271	TSS62662	P1P2	AP001048.4
LH10271	TSS62663	P1P2	AP001048.4
LH10272	TSS62674	CUFF.30453.2	AP001053.11-ASTUCP1
LH10273	TSS62692	ENST00000437557	AP001057.1
LH10274	TSS62696	ENST00000448927	AP001062.7
LH10275	TSS62697	P1P2	AP001062.9
LH10276	TSS62702	P1P2	AP001065.15
LH10277	TSS62703	P1P2	TSPEAR-AS1
LH10278	TSS62712	P1P2	AL773604.8
LH10279	TSS62714	P1P2	-
LH10279	TSS62715	P1P2	-
LH10280	TSS62716	P1P2	ITGB2-AS1
LH10281	TSS62718	P1P2	ITGB2-AS1
LH10282	TSS62719	CUFF.30477.1	LL21NC02-1C16.2
LH10283	TSS62720	CUFF.30477.2	LL21NC02-1C16.2
LH10283	TSS62721	ENST00000609953	LL21NC02-1C16.2
LH10284	TSS62725	CUFF.30510.9,CUFF.30510.8	-
LH10285	TSS62728	P1P2	BX322557.10
LH10285	TSS62729	P1P2	BX322557.10
LH10286	TSS62731	P1P2	LINC00205
LH10286	TSS62732	P1P2	LINC00205
LH10286	TSS62733	P1P2	LINC00205
LH10287	TSS62736	CUFF.30521.3	-
LH10288	TSS62740	CUFF.30521.8	-
LH10289	TSS62754	P1P2	AL133493.2
LH10290	TSS62762	CUFF.30536.1	-
LH10291	TSS62764	CUFF.30542.6,TUCPT_00001442	TUCP-COL6A1-1
LH10292	TSS62766	CUFF.30543.1	-
LH10293	TSS62770	CUFF.30557.14	AP001476.4
LH10294	TSS62782	CUFF.30552.1	-
LH10295	TSS62787	CUFF.30553.1	-
LH10296	TSS62790	CUFF.30545.1,CUFF.30545.2	-
LH10297	TSS62791	ENST00000418029	AP001469.5
LH10298	TSS62792	P1P2	MCM3AP-AS1
LH10298	TSS62793	P1P2	MCM3AP-AS1
LH10299	TSS62794	ENST00000444966	AP001469.7
LH10300	TSS62795	CUFF.30555.1,CUFF.30555.2	-
LH10301	TSS62796	P1P2	DIP2A-IT1
LH10302	TSS62799	CUFF.30565.1	-
LH10303	TSS62812	CUFF.29763.1	-
LH10304	TSS62823	CUFF.29866.1	-
LH10305	TSS62825	CUFF.29868.3	-
LH10306	TSS62828	CUFF.29869.1,CUFF.29869.2	-
LH10306	TSS62829	CUFF.29869.3,CUFF.29869.4	-
LH10307	TSS62820	CUFF.29864.12	-
LH10308	TSS62837	CUFF.29743.3	-
LH10309	TSS62836	CUFF.29743.2	-
LH10310	TSS62841	CUFF.29743.9	-
LH10311	TSS62847	CUFF.29734.1	-
LH10312	TSS62875	CUFF.29835.8	AP001347.6
LH10313	TSS62883	CUFF.29817.6	-
LH10314	TSS62881	CUFF.29817.5,CUFF.29817.8	-
LH10315	TSS62885	CUFF.29817.9	-
LH10316	TSS62882	P1P2	AF127936.3
LH10317	TSS62884	P1P2	AF127936.3
LH10317	TSS62886	P1P2	AF127936.3
LH10318	TSS62888	CUFF.29817.15,CUFF.29817.16	AF127936.3
LH10319	TSS62889	CUFF.29795.1	AF127936.5
LH10320	TSS62891	ENST00000432230	AF127936.7
LH10321	TSS62890	P1P2	AF127936.7
LH10322	TSS62927	CUFF.29843.3	-
LH10323	TSS62939	CUFF.30482.1	LINC00478
LH10324	TSS62960	CUFF.29938.14	-
LH10325	TSS62974	CUFF.29859.1	-
LH10326	TSS62977	CUFF.29879.1	LINC-BTG3-5
LH10327	TSS62983	CUFF.29899.1	-
LH10328	TSS62993	CUFF.29893.3	AL109763.1
LH10329	TSS62994	CUFF.29893.1,ENST00000455391	AL109763.1
LH10330	TSS62998	P1P2	AL109763.2
LH10331	TSS62997	CUFF.29967.11	AL109763.2
LH10332	TSS63017	CUFF.29945.1	AP000855.4
LH10333	TSS63034	P1P2	AP001171.1
LH10334	TSS63061	ENST00000419467	AP000472.2
LH10335	TSS63062	CUFF.30037.36	AP000472.2
LH10336	TSS63063	CUFF.30037.35,CUFF.30037.33,CUFF.30037.37	AP000472.2,LINC00308
LH10337	TSS63067	CUFF.30011.3	AP000705.7
LH10338	TSS63076	P1P2	AP000459.4
LH10338	TSS63077	P1P2	AP000459.4
LH10339	TSS63115	CUFF.30094.14	AP000233.4
LH10340	TSS63131	ENST00000567517	LINC00515
LH10341	TSS63138	CUFF.30008.1	-
LH10342	TSS63182	P1P2	AF131217.1
LH10343	TSS63186	CUFF.30040.2	-
LH10344	TSS63187	ENST00000608809	RP1-100J12.1
LH10345	TSS63188	P1P2	AF129075.5
LH10346	TSS63195	CUFF.30048.3	AP000240.9
LH10347	TSS63194	CUFF.30048.1	BACH1-IT1
LH10348	TSS63227	ENST00000609934	AP000254.8
LH10349	TSS63234	CUFF.30087.5	HUNK-AS1
LH10350	TSS63273	CUFF.30125.2	-
LH10351	TSS63274	P1P2	IL10RB-AS1
LH10352	TSS63278	CUFF.30127.2	-
LH10353	TSS63283	CUFF.30136.1	-
LH10354	TSS63284	CUFF.30138.2	-
LH10355	TSS63288	CUFF.30144.1	-
LH10356	TSS63292	ENST00000607953	AP000569.9
LH10357	TSS63299	CUFF.30238.2	AP000320.7
LH10358	TSS63300	P1P2	AP000320.6
LH10359	TSS63320	ENST00000415147	AP000688.14
LH10360	TSS63324	ENST00000609192	CBR3-AS1
LH10361	TSS63325	ENST00000432988	CBR3-AS1
LH10362	TSS63323	P1P2	CBR3-AS1
LH10363	TSS63329	ENST00000608391	AP000692.10
LH10364	TSS63330	CUFF.30212.1	-
LH10365	TSS63335	CUFF.30245.10	AP000697.6
LH10366	TSS63338	P1P2	AP000697.6
LH10367	TSS63341	ENST00000424733	TTC3-AS1
LH10368	TSS63346	ENST00000608783	AP001437.1
LH10369	TSS63350	CUFF.30295.1	-
LH10370	TSS63352	ENST00000417138	DSCR4-IT1
LH10371	TSS63357	CUFF.30263.1	-
LH10372	TSS63375	CUFF.30268.1	-
LH10373	TSS63409	ENST00000435608	BRWD1-IT1
LH10374	TSS63412	CUFF.30290.1	-
LH10375	TSS63443	CUFF.30318.1,CUFF.30318.2	-
LH10376	TSS63444	CUFF.30318.3	-
LH10377	TSS63445	CUFF.30318.4	-
LH10378	TSS63446	CUFF.30318.8	-
LH10379	TSS63451	ENST00000411427	AP001610.5
LH10380	TSS63499	CUFF.30351.1	-
LH10381	TSS63500	CUFF.30353.1,CUFF.30353.2,CUFF.30353.4	-
LH10382	TSS63522	P1P2	AP001625.6
LH10383	TSS63542	ENST00000431150	AP001628.6
LH10384	TSS63543	CUFF.30406.2	AP001628.6
LH10385	TSS63547	P1P2	ERVH48-1
LH10386	TSS63545	P1P2	ERVH48-1
LH10387	TSS63549	CUFF.30414.20	-
LH10388	TSS63555	CUFF.30414.21	-
LH10389	TSS63558	CUFF.30391.1	-
LH10390	TSS63575	CUFF.30437.4	LINC00322
LH10391	TSS63582	P1P2	AP001046.5
LH10392	TSS63584	CUFF.30419.4	-
LH10393	TSS63597	CUFF.30625.14	LINC00319-ASTUCP1
LH10394	TSS63608	ENST00000427188	LINC00313
LH10395	TSS63599	CUFF.30625.16	LINC00313
LH10396	TSS63602	P1P2	LINC00313
LH10397	TSS63600	ENST00000441283	LINC00313
LH10398	TSS63611	CUFF.30413.1	-
LH10399	TSS63623	P1P2	-
LH10400	TSS63624	P1P2	AP001053.11
LH10401	TSS63630	CUFF.30429.1	-
LH10402	TSS63635	CUFF.30423.1,CUFF.30423.2	-
LH10403	TSS63637	CUFF.30431.1	-
LH10404	TSS63638	P1P2	-
LH10405	TSS63656	ENST00000422357	AP001062.8
LH10406	TSS63668	P1P2	AP001065.2
LH10407	TSS63672	ENST00000426578	LRRC3-AS1
LH10408	TSS63675	CUFF.30457.2	-
LH10409	TSS63674	CUFF.30457.1	-
LH10410	TSS63684	CUFF.30470.2	-
LH10411	TSS63685	ENST00000609461	LL21NC02-1C16.1
LH10412	TSS63686	CUFF.30473.1,CUFF.30473.3,CUFF.30473.2	-
LH10413	TSS63693	P1P2	AP001505.9
LH10414	TSS63694	P1P2	LINC00162
LH10415	TSS63688	CUFF.30508.10	LINC00163
LH10416	TSS63695	CUFF.30509.1,CUFF.30509.2	-
LH10417	TSS63697	CUFF.30509.4	-
LH10418	TSS63698	CUFF.30495.1	-
LH10419	TSS63716	CUFF.30516.2	-
LH10420	TSS63717	CUFF.30516.3	-
LH10421	TSS63719	ENST00000446475	COL18A1-AS2
LH10422	TSS63724	CUFF.30512.1	-
LH10423	TSS63732	CUFF.30528.2	-
LH10424	TSS63731	CUFF.30528.1	AL133493.2
LH10425	TSS63744	CUFF.30534.2	-
LH10426	TSS63753	CUFF.30559.1	AP001476.4
LH10427	TSS63756	ENST00000454245	AP001471.1
LH10428	TSS63757	CUFF.30546.1	-
LH10429	TSS63758	ENST00000447037	AP001469.9
LH10430	TSS63759	ENST00000430259	AP001469.9
LH10431	TSS63762	P1P2	-
LH10432	TSS63763	CUFF.30568.1	-
LH10433	TSS63764	CUFF.30562.1	-
LH10434	TSS63765	CUFF.30560.1	-
LH10435	TSS63786	CUFF.30819.10,CUFF.30819.11,CUFF.30819.9,CUFF.30819.12,CUFF.30819.14,CUFF.30819.18,CUFF.30819.19,CUFF.30819.21,CUFF.30819.22,CUFF.30819.23,CUFF.30819.25	TPTEP1
LH10435	TSS63787	CUFF.30819.31,CUFF.30819.28,CUFF.30819.29,CUFF.30819.30	TPTEP1
LH10436	TSS63789	P1P2	TPTEP1
LH10436	TSS63790	P1P2	TPTEP1
LH10437	TSS63791	ENST00000588548	TPTEP1
LH10438	TSS63799	ENST00000438850	KB-7G2.9
LH10439	TSS63792	ENST00000383140,CUFF.30819.49,CUFF.30819.50,CUFF.30819.52	TPTEP1
LH10440	TSS63793	ENST00000585784	TPTEP1
LH10441	TSS63794	ENST00000588424	TPTEP1
LH10442	TSS63795	ENST00000545818	TPTEP1
LH10443	TSS63802	CUFF.30591.1	AC007064.24
LH10444	TSS63808	CUFF.30595.1	-
LH10445	TSS63815	P1P2	CECR7
LH10446	TSS63816	ENST00000414401	CECR7
LH10447	TSS63820	P1P2	CECR5-AS1
LH10447	TSS63821	P1P2	CECR5-AS1
LH10448	TSS63835	P1P2	AC004019.18
LH10449	TSS63839	P1P2	LINC00528
LH10450	TSS63844	CUFF.30607.1,CUFF.30607.2	-
LH10451	TSS63858	CUFF.30626.1	-
LH10452	TSS63862	P1P2	DGCR5
LH10453	TSS63864	ENST00000399539	DGCR5
LH10454	TSS63871	P1P2	AC004471.9
LH10455	TSS63872	CUFF.30635.1	AC004463.6
LH10456	TSS63873	P1P2	AC004463.6
LH10457	TSS63877	CUFF.30638.1	-
LH10458	TSS63878	P1P2	-
LH10459	TSS63879	CUFF.30645.1,CUFF.30645.3,CUFF.30645.4	-
LH10460	TSS63880	CUFF.30640.1	-
LH10461	TSS63881	CUFF.30641.1	-
LH10462	TSS63882	CUFF.30642.1	-
LH10463	TSS63883	CUFF.30646.1	AC000068.5
LH10464	TSS63884	ENST00000431090	AC000068.5
LH10465	TSS63885	ENST00000607934	AC000068.9
LH10466	TSS63886	ENST00000608816	AC000068.10
LH10467	TSS63900	CUFF.30663.1	-
LH10468	TSS63901	CUFF.30667.1,CUFF.30667.5,CUFF.30667.9	-
LH10469	TSS63905	CUFF.30672.2	LINC-AC006547.14-1
LH10470	TSS63919	CUFF.30679.1	XXbac-B444P24.13
LH10471	TSS63921	ENST00000609632	XXbac-B444P24.14
LH10472	TSS63924	CUFF.30681.1	-
LH10473	TSS63927	P1P2	AC023490.1
LH10474	TSS63930	CUFF.30682.1	-
LH10475	TSS63933	CUFF.30683.1	-
LH10476	TSS63935	CUFF.30686.1	-
LH10477	TSS63937	CUFF.30690.1,CUFF.30690.2,CUFF.30690.3,CUFF.30690.4,CUFF.30690.5	-
LH10478	TSS63938	CUFF.30690.6	-
LH10479	TSS63939	CUFF.30690.7	-
LH10480	TSS63940	CUFF.30693.1	-
LH10481	TSS63941	CUFF.30693.2	-
LH10482	TSS63945	P1P2	TMEM191A
LH10482	TSS63946	P1P2	TMEM191A
LH10482	TSS63947	P1P2	TMEM191A
LH10482	TSS63948	P1P2	TMEM191A
LH10483	TSS63951	P1P2	XXbac-B135H6.15
LH10484	TSS63952	P1P2	THAP7-AS1
LH10485	TSS63953	P1P2	THAP7-AS1
LH10486	TSS63971	P1P2	TMEM191C
LH10487	TSS63975	ENST00000536718	TMEM191C
LH10488	TSS63976	CUFF.30711.1	-
LH10489	TSS63977	ENST00000609038	KB-1440D3.14
LH10490	TSS63978	CUFF.30713.1	-
LH10491	TSS63979	CUFF.30714.1	KB-1440D3.13
LH10492	TSS63981	CUFF.30719.1	-
LH10493	TSS63986	CUFF.30724.1	-
LH10494	TSS63991	CUFF.30729.1	-
LH10495	TSS63992	CUFF.30729.2	-
LH10496	TSS63994	P1P2	LL22NC03-86G7.1
LH10497	TSS63995	CUFF.30731.1	-
LH10498	TSS63996	CUFF.30731.2	-
LH10499	TSS64000	CUFF.30759.1	-
LH10500	TSS64001	CUFF.30760.1	-
LH10501	TSS64004	ENST00000426066	BMS1P20
LH10502	TSS64014	P1P2	AP000344.3
LH10503	TSS64031	CUFF.30773.1	-
LH10504	TSS64033	ENST00000609736	KB-226F1.2
LH10505	TSS64035	ENST00000608619	KB-226F1.1
LH10506	TSS64036	ENST00000444093	KB-318B8.7
LH10507	TSS64044	CUFF.30802.1	-
LH10508	TSS64046	CUFF.30860.1	-
LH10509	TSS64048	CUFF.30860.4	-
LH10510	TSS64049	CUFF.30861.1	-
LH10511	TSS64051	ENST00000609964	CTA-390C10.9
LH10512	TSS64052	ENST00000609475	CTA-390C10.10
LH10513	TSS64061	CUFF.30832.2	-
LH10514	TSS64062	P1P2	CTA-445C9.14
LH10515	TSS64063	CUFF.30835.1	-
LH10516	TSS64065	CUFF.30841.5	-
LH10517	TSS64068	ENST00000418918	MIAT
LH10518	TSS64071	P1P2	MIAT
LH10518	TSS64072	P1P2	MIAT
LH10518	TSS64073	P1P2	MIAT
LH10519	TSS64074	P1P2	CTA-211A9.5
LH10520	TSS64075	ENST00000446336	CTA-211A9.5
LH10521	TSS64076	ENST00000417083	CTA-211A9.5
LH10522	TSS64112	CUFF.30921.3	RP1-213J1P__B.1
LH10523	TSS64115	CUFF.30922.1	RP11-375H17.1
LH10524	TSS64120	P1P2	TTC28-AS1
LH10524	TSS64121	P1P2	TTC28-AS1
LH10525	TSS64126	ENST00000426594	TTC28-AS1
LH10526	TSS64130	CUFF.30898.1	-
LH10527	TSS64131	P1P2	CTA-292E10.6
LH10528	TSS64132	P1P2	CTA-292E10.6
LH10529	TSS64134	ENST00000607919	CTA-292E10.8
LH10530	TSS64133	P1P2	CTA-292E10.6
LH10531	TSS64136	ENST00000412798	ZNRF3-IT1
LH10532	TSS64137	CUFF.30925.1	LINC-KREMEN1-1
LH10533	TSS64138	CUFF.30910.1	CTA-984G1.5
LH10534	TSS64141	CUFF.30917.1	-
LH10535	TSS64142	CUFF.30918.2,CUFF.30918.3	-
LH10536	TSS64143	CUFF.30918.5	-
LH10537	TSS64144	CUFF.30918.6	-
LH10538	TSS64152	CUFF.30939.1	RP1-102K2.8
LH10539	TSS64153	P1P2	RP1-102K2.8
LH10540	TSS64158	ENST00000608677	RP4-539M6.20
LH10541	TSS64159	ENST00000607893	RP4-539M6.22
LH10542	TSS64162	CUFF.30946.2	RP4-539M6.14
LH10543	TSS64165	ENST00000442126	RP4-539M6.14
LH10544	TSS64172	CUFF.30948.1	-
LH10545	TSS64173	CUFF.30948.2	-
LH10546	TSS64177	CUFF.31011.1,CUFF.31011.3,CUFF.31011.5,CUFF.31011.7,CUFF.31011.8	TUG1
LH10547	TSS64178	P1P2	TUG1
LH10548	TSS64179	ENST00000540687,CUFF.31011.11	TUG1
LH10549	TSS64180	ENST00000519077	TUG1
